current_role,data_vis_lib,prog_language,proportion_time-Gathering data,proportion_time-Cleaning data,proportion_time-Visualizing data,proportion_time-Model building/model selection,proportion_time-Putting the model into production,proportion_time-Finding insights in the data and communicating with stakeholders
Data Engineer,ggplot2,,5.0,20.0,30.0,30.0,0.0,15.0
Other,Matplotlib,Python,10.0,10.0,15.0,30.0,25.0,10.0
Student,Matplotlib,Python,15.0,25.0,20.0,15.0,15.0,10.0
Business Analyst,Matplotlib,,40.0,40.0,20.0,0.0,0.0,0.0
Research Assistant,Matplotlib,Python,15.0,45.0,5.0,25.0,0.0,10.0
Student,,,20.0,40.0,10.0,10.0,10.0,10.0
Data Analyst,Bokeh,Python,10.0,2.0,5.0,10.0,23.0,50.0
Software Engineer,,,,,,,,
Student,Matplotlib,Python,5.0,5.0,10.0,30.0,30.0,10.0
Data Scientist,Matplotlib,,10.0,30.0,10.0,20.0,0.0,30.0
Data Engineer,Matplotlib,Ruby,10.0,30.0,15.0,30.0,10.0,5.0
Manager,Seaborn,,40.0,10.0,10.0,20.0,10.0,10.0
Other,,,,,,,,
Data Scientist,Matplotlib,,20.0,10.0,5.0,30.0,35.0,0.0
Business Analyst,ggplot2,,25.0,40.0,10.0,5.0,0.0,20.0
Research Scientist,Matplotlib,Python,20.0,30.0,10.0,10.0,10.0,20.0
Data Scientist,,R,30.0,30.0,2.0,20.0,8.0,10.0
Manager,Plotly,Python,0.0,80.0,10.0,5.0,5.0,0.0
Data Scientist,ggplot2,R,7.0,30.0,15.0,25.0,5.0,8.0
Research Scientist,Bokeh,Python,10.0,45.0,10.0,10.0,25.0,0.0
Student,Matplotlib,MATLAB,30.0,25.0,5.0,35.0,0.0,5.0
Data Scientist,ggplot2,R,50.0,30.0,10.0,0.0,0.0,10.0
Data Scientist,Matplotlib,Python,30.0,30.0,10.0,10.0,10.0,10.0
Student,,,15.0,15.0,10.0,25.0,25.0,10.0
Software Engineer,Matplotlib,C/C++,30.0,10.0,10.0,20.0,10.0,10.0
Data Analyst,Matplotlib,Python,5.0,10.0,20.0,30.0,20.0,15.0
Developer Advocate,,,10.0,10.0,0.0,40.0,40.0,0.0
Data Analyst,Matplotlib,Python,10.0,40.0,5.0,20.0,10.0,10.0
Chief Officer,ggplot2,Javascript/Typescript,40.0,10.0,10.0,10.0,20.0,10.0
Student,,Java,,,,,,
Software Engineer,,Python,5.0,15.0,35.0,35.0,10.0,0.0
Data Analyst,,Python,0.0,10.0,0.0,90.0,0.0,0.0
Data Scientist,ggplot2,Python,5.0,15.0,15.0,15.0,25.0,15.0
Software Engineer,Matplotlib,,10.0,20.0,10.0,30.0,10.0,10.0
Data Scientist,ggplot2,Python,35.0,35.0,5.0,15.0,5.0,5.0
Salesperson,,Python,10.0,10.0,15.0,20.0,5.0,30.0
Software Engineer,,C#/.NET,20.0,10.0,30.0,40.0,0.0,0.0
Software Engineer,,Java,0.5,39.0,15.0,25.0,0.5,10.0
Other,Matplotlib,Python,20.0,20.0,10.0,10.0,10.0,20.0
Student,ggplot2,R,10.0,10.0,50.0,20.0,0.0,10.0
Data Analyst,Matplotlib,Python,5.0,40.0,20.0,30.0,0.0,5.0
Student,,Python,10.0,10.0,10.0,50.0,0.0,0.0
Software Engineer,Matplotlib,Java,0.0,50.0,20.0,20.0,10.0,0.0
Software Engineer,Matplotlib,Python,10.0,10.0,0.0,50.0,30.0,0.0
Student,Seaborn,Python,20.0,20.0,10.0,20.0,10.0,20.0
Chief Officer,Matplotlib,R,50.0,20.0,10.0,10.0,5.0,5.0
Manager,Matplotlib,Java,60.0,20.0,0.0,20.0,0.0,0.0
Statistician,,Visual Basic/VBA,40.0,30.0,10.0,15.0,1.0,4.0
Data Scientist,Plotly,Python,40.0,30.0,5.0,10.0,0.0,5.0
Data Engineer,Matplotlib,Python,15.0,45.0,15.0,15.0,10.0,0.0
Data Scientist,ggplot2,R,35.0,25.0,10.0,20.0,5.0,5.0
Salesperson,Matplotlib,,,,,,,
Data Scientist,Matplotlib,SQL,10.0,50.0,10.0,20.0,0.0,10.0
Student,Matplotlib,Python,0.0,0.0,100.0,0.0,0.0,0.0
Consultant,ggplot2,R,5.0,10.0,10.0,50.0,10.0,10.0
Research Assistant,,Python,0.0,50.0,10.0,25.0,0.0,15.0
Student,,Python,0.0,20.0,0.0,60.0,0.0,20.0
Data Scientist,Other,,,,,,,
Student,,Python,10.0,30.0,10.0,15.0,20.0,15.0
Data Scientist,ggplot2,R,15.0,20.0,10.0,15.0,30.0,10.0
Data Analyst,ggplot2,R,0.0,25.0,20.0,30.0,20.0,5.0
Student,Seaborn,Python,10.0,20.0,50.0,20.0,0.0,0.0
Data Analyst,ggplot2,SQL,30.0,20.0,10.0,10.0,0.0,30.0
Consultant,Matplotlib,SQL,30.0,20.0,15.0,15.0,10.0,10.0
Software Engineer,Seaborn,Javascript/Typescript,5.0,5.0,5.0,85.0,0.0,0.0
Research Assistant,,MATLAB,10.0,10.0,10.0,20.0,30.0,10.0
Software Engineer,,Python,50.0,10.0,0.0,0.0,0.0,0.0
Manager,,,30.0,10.0,60.0,0.0,0.0,0.0
Student,ggplot2,R,30.0,20.0,20.0,30.0,0.0,0.0
Data Scientist,ggplot2,R,20.0,20.0,20.0,20.0,0.0,20.0
Data Scientist,Matplotlib,Python,0.0,10.0,10.0,80.0,0.0,0.0
Student,,Python,10.0,10.0,10.0,30.0,20.0,10.0
Student,ggplot2,Python,10.0,10.0,15.0,20.0,10.0,15.0
Student,Seaborn,Python,20.0,20.0,5.0,20.0,20.0,15.0
Software Engineer,,C/C++,5.0,50.0,5.0,30.0,0.0,10.0
Data Scientist,,Python,25.0,30.0,5.0,15.0,15.0,10.0
Software Engineer,Seaborn,Python,30.0,20.0,20.0,10.0,10.0,10.0
Software Engineer,,C/C++,30.0,0.0,50.0,0.0,0.0,20.0
Product/Project Manager,,,5.0,5.0,50.0,10.0,10.0,20.0
Student,ggplot2,R,10.0,30.0,5.0,30.0,15.0,10.0
Other,ggplot2,,30.0,40.0,5.0,5.0,5.0,15.0
Software Engineer,,,30.0,30.0,10.0,10.0,10.0,10.0
Data Scientist,,,,,,,,
Consultant,ggplot2,R,25.0,30.0,15.0,15.0,0.0,15.0
Data Scientist,Matplotlib,Python,0.0,20.0,10.0,30.0,40.0,0.0
Business Analyst,Matplotlib,Python,50.0,30.0,5.0,15.0,0.0,0.0
Research Assistant,,Python,30.0,20.0,30.0,10.0,0.0,10.0
Product/Project Manager,,,,,,,,
Software Engineer,,Python,10.0,40.0,10.0,40.0,0.0,0.0
Student,ggplot2,R,5.0,50.0,25.0,10.0,5.0,5.0
Data Scientist,ggplot2,Python,20.0,30.0,10.0,15.0,10.0,15.0
Data Analyst,ggplot2,,10.0,30.0,10.0,10.0,20.0,20.0
Other,,,,,,,,
Software Engineer,,,20.0,10.0,10.0,40.0,10.0,10.0
Other,Matplotlib,C/C++,20.0,20.0,0.0,0.0,0.0,60.0
Data Scientist,Matplotlib,Python,5.0,15.0,5.0,10.0,0.0,15.0
Consultant,ggplot2,R,10.0,40.0,10.0,10.0,0.0,15.0
Data Scientist,Matplotlib,Python,5.0,10.0,10.0,35.0,35.0,5.0
Software Engineer,,Python,20.0,30.0,20.0,10.0,10.0,10.0
Research Scientist,Plotly,Python,0.0,60.0,5.0,2.0,0.0,15.0
Software Engineer,,Python,10.0,10.0,20.0,30.0,20.0,10.0
Data Scientist,ggplot2,R,5.0,60.0,10.0,5.0,0.0,10.0
Data Scientist,ggplot2,R,20.0,45.0,10.0,10.0,0.0,15.0
Software Engineer,Other,Javascript/Typescript,100.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,Matplotlib,SQL,5.0,50.0,10.0,10.0,5.0,20.0
Software Engineer,Matplotlib,C/C++,10.0,20.0,70.0,0.0,0.0,0.0
Software Engineer,Matplotlib,Python,20.0,20.0,5.0,20.0,25.0,10.0
Data Scientist,Matplotlib,,50.0,10.0,10.0,10.0,10.0,10.0
Consultant,ggplot2,Python,30.0,25.0,15.0,25.0,0.0,5.0
Consultant,,Visual Basic/VBA,40.0,15.0,10.0,10.0,10.0,10.0
Business Analyst,Matplotlib,,10.0,10.0,10.0,20.0,10.0,40.0
Other,,,30.0,30.0,10.0,10.0,10.0,10.0
Software Engineer,Matplotlib,Java,5.0,50.0,5.0,25.0,15.0,0.0
Software Engineer,Matplotlib,Java,5.0,15.0,5.0,25.0,10.0,30.0
Data Scientist,,,0.0,0.0,0.0,50.0,20.0,30.0
Student,,Python,10.0,5.0,40.0,45.0,0.0,0.0
Research Scientist,,Python,10.0,30.0,15.0,20.0,10.0,15.0
Software Engineer,Matplotlib,,15.0,25.0,30.0,15.0,15.0,0.0
Other,,,30.0,20.0,10.0,10.0,10.0,10.0
Chief Officer,,Javascript/Typescript,,,,,,
Data Scientist,,Python,15.0,15.0,10.0,20.0,15.0,10.0
Data Analyst,Seaborn,,20.0,40.0,5.0,20.0,0.0,5.0
Software Engineer,Matplotlib,Python,40.0,3.0,4.0,20.0,3.0,30.0
Student,,,10.0,10.0,10.0,10.0,10.0,10.0
Data Scientist,Matplotlib,Python,4.0,25.0,5.0,60.0,5.0,1.0
Not employed,,SAS/STATA,30.0,10.0,20.0,15.0,5.0,15.0
Data Analyst,ggplot2,SQL,20.0,30.0,20.0,20.0,0.0,5.0
Software Engineer,Seaborn,Python,5.0,20.0,10.0,5.0,10.0,20.0
Student,Matplotlib,Python,15.0,35.0,10.0,10.0,10.0,15.0
Data Analyst,,SQL,20.0,20.0,10.0,20.0,20.0,10.0
Data Analyst,,Python,30.0,10.0,10.0,10.0,10.0,20.0
Student,,,5.0,20.0,10.0,20.0,20.0,20.0
Research Scientist,Matplotlib,Python,0.0,40.0,5.0,50.0,0.0,5.0
Research Scientist,Matplotlib,Python,20.0,5.0,5.0,45.0,5.0,10.0
Student,,,90.0,5.0,0.0,0.0,0.0,0.0
Student,Matplotlib,,5.0,15.0,5.0,30.0,35.0,10.0
Data Scientist,ggplot2,R,10.0,30.0,20.0,15.0,5.0,20.0
Product/Project Manager,,,,,,,,
Software Engineer,Matplotlib,Javascript/Typescript,20.0,20.0,20.0,20.0,10.0,10.0
Consultant,ggplot2,SQL,20.0,20.0,5.0,55.0,0.0,0.0
Research Scientist,Matplotlib,Python,5.0,10.0,5.0,70.0,5.0,5.0
Chief Officer,,Python,20.0,1.0,1.0,1.0,1.0,70.0
Data Scientist,ggplot2,Python,10.0,10.0,10.0,20.0,10.0,40.0
Data Scientist,Matplotlib,MATLAB,15.0,15.0,15.0,45.0,0.0,10.0
Software Engineer,Seaborn,Python,5.0,50.0,30.0,5.0,5.0,5.0
Other,Matplotlib,Java,10.0,15.0,15.0,30.0,10.0,20.0
Not employed,ggplot2,R,20.0,35.0,5.0,20.0,20.0,0.0
Business Analyst,Matplotlib,Python,30.0,10.0,10.0,40.0,10.0,0.0
Student,,R,30.0,20.0,10.0,20.0,5.0,15.0
Manager,Matplotlib,SQL,30.0,20.0,10.0,10.0,10.0,10.0
Other,,,0.0,20.0,20.0,40.0,20.0,0.0
Software Engineer,,C#/.NET,50.0,50.0,0.0,0.0,0.0,0.0
Data Scientist,Matplotlib,Python,5.0,40.0,10.0,20.0,5.0,20.0
Data Scientist,ggplot2,Python,10.0,25.0,10.0,15.0,5.0,25.0
Data Analyst,ggplot2,R,10.0,30.0,10.0,15.0,15.0,15.0
Data Analyst,ggplot2,SQL,20.0,10.0,20.0,10.0,10.0,30.0
Manager,ggplot2,,25.0,25.0,25.0,0.0,0.0,25.0
Chief Officer,,Javascript/Typescript,10.0,20.0,10.0,30.0,10.0,20.0
Other,,,0.0,0.0,40.0,0.0,0.0,60.0
Research Scientist,ggplot2,,25.0,10.0,10.0,10.0,25.0,10.0
Chief Officer,,R,10.0,30.0,5.0,20.0,5.0,30.0
Student,,MATLAB,5.0,5.0,5.0,40.0,25.0,20.0
Data Scientist,ggplot2,Python,20.0,10.0,5.0,20.0,20.0,25.0
Research Scientist,Matplotlib,Python,0.0,30.0,30.0,20.0,10.0,10.0
Research Assistant,ggplot2,R,15.0,25.0,15.0,25.0,10.0,10.0
Marketing Analyst,,,5.0,25.0,35.0,0.0,0.0,35.0
Business Analyst,Matplotlib,Python,30.0,20.0,10.0,25.0,0.0,15.0
Consultant,,,10.0,20.0,10.0,10.0,10.0,10.0
Student,,,10.0,10.0,20.0,20.0,10.0,30.0
Student,,C/C++,20.0,20.0,20.0,20.0,5.0,5.0
Business Analyst,,,,,,,,
Software Engineer,,Python,0.0,30.0,10.0,20.0,10.0,30.0
Not employed,,Python,20.0,5.0,40.0,15.0,5.0,15.0
Data Scientist,Matplotlib,,20.0,20.0,20.0,10.0,10.0,10.0
Student,ggplot2,Python,30.0,20.0,20.0,20.0,0.0,10.0
Other,ggplot2,R,20.0,20.0,10.0,10.0,20.0,10.0
Student,,C/C++,20.0,5.0,20.0,15.0,20.0,20.0
Statistician,ggplot2,Python,0.0,50.0,10.0,30.0,10.0,0.0
Research Assistant,,Python,10.0,35.0,30.0,5.0,5.0,15.0
Software Engineer,Matplotlib,Python,0.0,10.0,20.0,20.0,50.0,0.0
Other,,Python,70.0,0.0,0.0,15.0,10.0,5.0
Data Analyst,,,10.0,20.0,20.0,10.0,10.0,30.0
Student,ggplot2,R,10.0,20.0,25.0,25.0,0.0,20.0
Consultant,Matplotlib,,5.0,30.0,0.0,15.0,0.0,50.0
DBA/Database Engineer,,,10.0,20.0,0.0,20.0,10.0,40.0
Data Scientist,Plotly,Python,30.0,40.0,20.0,0.0,0.0,10.0
Data Analyst,,,20.0,10.0,50.0,0.0,0.0,20.0
Student,,Python,10.0,30.0,30.0,20.0,5.0,5.0
Student,,Python,20.0,20.0,10.0,10.0,15.0,15.0
Data Scientist,Matplotlib,Python,30.0,20.0,10.0,25.0,5.0,10.0
Data Scientist,ggplot2,,20.0,65.0,5.0,9.0,1.0,0.0
Software Engineer,Matplotlib,Python,30.0,10.0,5.0,20.0,10.0,10.0
Other,,SQL,20.0,20.0,30.0,10.0,10.0,10.0
Research Scientist,,,20.0,10.0,20.0,20.0,0.0,30.0
Software Engineer,,Python,20.0,30.0,10.0,30.0,10.0,0.0
Consultant,,R,10.0,30.0,20.0,10.0,10.0,20.0
Data Scientist,ggplot2,R,10.0,60.0,5.0,20.0,2.5,2.5
Data Scientist,Seaborn,Python,20.0,20.0,10.0,20.0,20.0,10.0
Student,,Python,10.0,5.0,30.0,20.0,20.0,15.0
Student,,Python,5.0,5.0,5.0,50.0,30.0,5.0
Data Scientist,Seaborn,,10.0,20.0,20.0,50.0,0.0,0.0
Data Scientist,ggplot2,R,0.0,50.0,20.0,15.0,5.0,10.0
Research Assistant,Matplotlib,C/C++,20.0,10.0,10.0,40.0,10.0,10.0
Student,,,25.0,15.0,50.0,10.0,0.0,0.0
Software Engineer,,,0.0,0.0,0.0,0.0,0.0,0.0
Student,,SQL,20.0,15.0,15.0,15.0,25.0,10.0
Student,,R,10.0,25.0,20.0,15.0,10.0,20.0
Other,,Python,20.0,10.0,10.0,20.0,20.0,20.0
Student,,,30.0,5.0,10.0,25.0,15.0,10.0
Other,,,30.0,40.0,20.0,5.0,5.0,0.0
Student,Matplotlib,Python,1.0,5.0,20.0,9.0,5.0,60.0
Data Analyst,ggplot2,SQL,20.0,30.0,15.0,10.0,5.0,10.0
Data Analyst,Plotly,SQL,,,,,,
Data Analyst,,Python,20.0,20.0,15.0,30.0,5.0,10.0
Research Scientist,Matplotlib,Python,25.0,30.0,10.0,30.0,5.0,0.0
Other,,PHP,,,,,,
Software Engineer,Seaborn,Python,0.0,10.0,30.0,30.0,0.0,20.0
Data Engineer,ggplot2,SQL,40.0,20.0,5.0,30.0,5.0,0.0
Student,ggplot2,R,10.0,20.0,30.0,20.0,10.0,10.0
Student,,Python,5.0,40.0,5.0,30.0,10.0,10.0
Student,Matplotlib,SQL,10.0,10.0,10.0,20.0,10.0,10.0
Student,Matplotlib,Python,20.0,30.0,5.0,20.0,5.0,10.0
Chief Officer,Matplotlib,,15.0,30.0,15.0,5.0,5.0,30.0
Data Scientist,Seaborn,R,20.0,50.0,20.0,4.0,5.0,1.0
Software Engineer,Seaborn,,5.0,40.0,5.0,30.0,10.0,5.0
Manager,ggplot2,SQL,30.0,15.0,20.0,5.0,0.0,30.0
Research Scientist,,,,,,,,
Student,,Python,5.0,10.0,15.0,30.0,0.0,40.0
Student,Matplotlib,,20.0,20.0,10.0,20.0,10.0,20.0
Student,Matplotlib,,40.0,20.0,10.0,20.0,5.0,5.0
Student,Seaborn,Python,5.0,25.0,25.0,35.0,0.0,10.0
Software Engineer,,Python,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,Matplotlib,Python,50.0,20.0,5.0,15.0,0.0,5.0
Data Engineer,Matplotlib,Python,20.0,30.0,10.0,20.0,10.0,10.0
Consultant,,Other,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,,R,10.0,30.0,10.0,10.0,10.0,30.0
Research Assistant,,Python,50.0,15.0,5.0,20.0,5.0,5.0
Data Scientist,Seaborn,,10.0,30.0,10.0,20.0,10.0,20.0
Other,,C/C++,25.0,0.0,25.0,40.0,0.0,0.0
Software Engineer,Matplotlib,Python,5.0,20.0,10.0,50.0,5.0,5.0
Student,,C/C++,10.0,10.0,10.0,20.0,30.0,10.0
Consultant,,,10.0,60.0,10.0,20.0,0.0,0.0
Data Engineer,,MATLAB,25.0,10.0,10.0,15.0,20.0,20.0
Research Scientist,Matplotlib,Python,10.0,15.0,10.0,40.0,15.0,10.0
Data Analyst,ggplot2,SQL,50.0,40.0,10.0,0.0,0.0,0.0
Student,,Java,5.0,40.0,10.0,20.0,5.0,15.0
Consultant,Geoplotlib,Java,10.0,10.0,20.0,20.0,20.0,20.0
DBA/Database Engineer,,,23.0,12.0,12.0,23.0,11.0,14.0
Other,Matplotlib,Python,20.0,20.0,40.0,10.0,0.0,0.0
Other,Matplotlib,Bash,5.0,40.0,10.0,35.0,0.0,10.0
Consultant,ggplot2,R,20.0,10.0,10.0,15.0,10.0,30.0
Business Analyst,Matplotlib,SQL,50.0,20.0,5.0,0.0,0.0,25.0
Other,Seaborn,Python,10.0,5.0,5.0,40.0,10.0,30.0
Software Engineer,,Java,20.0,40.0,10.0,10.0,10.0,10.0
Student,Matplotlib,Java,15.0,40.0,5.0,15.0,15.0,10.0
Product/Project Manager,Matplotlib,Python,0.0,15.0,25.0,40.0,20.0,0.0
Student,,C/C++,10.0,10.0,20.0,20.0,20.0,10.0
Consultant,ggplot2,R,0.0,60.0,10.0,10.0,0.0,10.0
Student,Matplotlib,Python,0.0,40.0,30.0,30.0,0.0,0.0
Data Scientist,,,0.0,30.0,0.0,20.0,30.0,20.0
Data Analyst,Matplotlib,Python,5.0,20.0,15.0,60.0,0.0,0.0
Other,Matplotlib,,25.0,10.0,5.0,40.0,15.0,5.0
Software Engineer,,C#/.NET,30.0,0.0,0.0,20.0,20.0,20.0
Other,Other,Other,35.0,15.0,5.0,5.0,0.0,40.0
Software Engineer,,PHP,20.0,25.0,10.0,25.0,0.0,20.0
Software Engineer,Matplotlib,Javascript/Typescript,15.0,20.0,5.0,30.0,20.0,10.0
Software Engineer,Other,,10.0,20.0,20.0,40.0,0.0,10.0
Software Engineer,Seaborn,PHP,25.0,25.0,5.0,15.0,20.0,10.0
Data Scientist,ggplot2,R,20.0,25.0,10.0,10.0,15.0,20.0
Data Scientist,ggplot2,SQL,0.0,30.0,20.0,20.0,0.0,30.0
Other,Matplotlib,Python,30.0,30.0,0.0,0.0,0.0,40.0
Data Scientist,Matplotlib,Python,10.0,15.0,20.0,25.0,10.0,15.0
Other,ggplot2,Java,,,,,,
Student,ggplot2,Python,5.0,15.0,5.0,35.0,15.0,10.0
Not employed,Matplotlib,Python,5.0,15.0,20.0,20.0,5.0,25.0
Consultant,Matplotlib,Python,5.0,30.0,30.0,5.0,0.0,30.0
Not employed,,PHP,20.0,20.0,20.0,10.0,10.0,10.0
Data Scientist,Matplotlib,,10.0,10.0,10.0,10.0,20.0,30.0
Product/Project Manager,Matplotlib,Javascript/Typescript,20.0,20.0,5.0,15.0,15.0,15.0
Not employed,Matplotlib,Python,5.0,5.0,5.0,20.0,5.0,20.0
Research Scientist,,,70.0,10.0,10.0,0.0,0.0,0.0
Data Scientist,ggplot2,R,0.0,10.0,20.0,40.0,0.0,30.0
Statistician,ggplot2,R,10.0,10.0,15.0,20.0,25.0,20.0
Data Analyst,Matplotlib,Python,5.0,30.0,10.0,30.0,15.0,10.0
Data Engineer,D3,Visual Basic/VBA,25.0,20.0,0.0,0.0,0.0,20.0
Marketing Analyst,,,60.0,20.0,20.0,0.0,0.0,0.0
Business Analyst,,,,,,,,
Business Analyst,,,,,,,,
Research Assistant,Matplotlib,Python,10.0,20.0,5.0,35.0,5.0,15.0
Software Engineer,,Python,10.0,50.0,10.0,10.0,10.0,5.0
Not employed,ggplot2,,15.0,45.0,5.0,25.0,5.0,0.0
Data Scientist,Matplotlib,Python,10.0,30.0,10.0,40.0,5.0,5.0
Student,Matplotlib,SQL,30.0,15.0,5.0,20.0,10.0,20.0
Software Engineer,Matplotlib,Python,10.0,40.0,20.0,10.0,5.0,10.0
Data Scientist,ggplot2,R,10.0,35.0,10.0,15.0,10.0,15.0
Other,Matplotlib,,10.0,20.0,5.0,30.0,30.0,5.0
Software Engineer,Altair,Javascript/Typescript,10.0,30.0,30.0,20.0,0.0,0.0
Data Scientist,D3,Python,5.0,25.0,15.0,30.0,5.0,20.0
Software Engineer,Geoplotlib,Python,,,,,,
Student,Matplotlib,,0.0,5.0,5.0,90.0,0.0,0.0
Student,Matplotlib,Python,20.0,35.0,25.0,20.0,0.0,0.0
Data Analyst,Matplotlib,Python,10.0,20.0,10.0,10.0,10.0,30.0
Data Analyst,,Python,50.0,30.0,10.0,5.0,5.0,0.0
Student,ggplot2,R,0.0,10.0,25.0,65.0,0.0,0.0
Software Engineer,Matplotlib,Java,,,,,,
Consultant,ggplot2,SQL,10.0,20.0,20.0,20.0,20.0,5.0
Software Engineer,Matplotlib,Python,15.0,25.0,10.0,15.0,25.0,10.0
Student,Matplotlib,Python,10.0,40.0,10.0,30.0,0.0,10.0
Student,Matplotlib,Python,30.0,40.0,10.0,10.0,5.0,5.0
Data Scientist,,Python,20.0,20.0,10.0,20.0,10.0,10.0
Software Engineer,,Java,20.0,20.0,10.0,10.0,0.0,40.0
Consultant,,,15.0,5.0,25.0,20.0,0.0,35.0
Data Scientist,,PHP,5.0,35.0,15.0,10.0,10.0,25.0
Data Analyst,D3,Python,10.0,20.0,3.0,20.0,5.0,30.0
Statistician,ggplot2,R,5.0,55.0,5.0,20.0,10.0,5.0
Manager,Bokeh,Python,20.0,15.0,5.0,20.0,20.0,20.0
Data Analyst,Seaborn,,5.0,40.0,10.0,20.0,10.0,15.0
Other,,Python,,,,,,
Student,Matplotlib,Python,80.0,0.0,10.0,10.0,0.0,0.0
Manager,Matplotlib,Python,0.0,0.0,0.0,0.0,0.0,0.0
Data Scientist,Matplotlib,,15.0,45.0,5.0,20.0,5.0,10.0
Other,,,,,,,,
Data Scientist,Seaborn,Python,9.0,60.0,5.0,20.0,2.0,1.0
Data Scientist,Matplotlib,Python,5.0,50.0,10.0,20.0,5.0,5.0
Data Scientist,Seaborn,SQL,20.0,40.0,20.0,5.0,0.0,15.0
Chief Officer,,SQL,10.0,20.0,20.0,10.0,5.0,30.0
Data Engineer,Matplotlib,SQL,8.0,55.0,17.0,10.0,5.0,5.0
Data Scientist,Matplotlib,Python,10.0,50.0,10.0,10.0,5.0,15.0
Data Analyst,,SQL,30.0,30.0,30.0,0.0,0.0,10.0
Data Scientist,Other,R,5.0,35.0,10.0,30.0,0.0,10.0
Data Scientist,Seaborn,Python,0.0,20.0,20.0,40.0,10.0,10.0
Data Analyst,Matplotlib,Python,20.0,10.0,10.0,25.0,10.0,20.0
Student,Matplotlib,Python,10.0,20.0,5.0,40.0,5.0,20.0
Data Scientist,Matplotlib,Python,20.0,30.0,20.0,0.0,0.0,30.0
Research Scientist,,Python,40.0,20.0,0.0,0.0,40.0,0.0
Product/Project Manager,,,10.0,10.0,10.0,50.0,0.0,20.0
Data Scientist,Matplotlib,Python,20.0,10.0,10.0,20.0,10.0,30.0
Data Scientist,ggplot2,Python,45.0,33.0,3.0,4.0,10.0,5.0
Data Scientist,ggplot2,Python,10.0,10.0,20.0,40.0,0.0,10.0
Principal Investigator,Matplotlib,Python,20.0,0.0,20.0,40.0,0.0,0.0
Chief Officer,Matplotlib,Javascript/Typescript,10.0,20.0,10.0,20.0,30.0,10.0
Data Scientist,Matplotlib,Python,15.0,15.0,10.0,20.0,20.0,20.0
Not employed,,,20.0,20.0,5.0,40.0,5.0,10.0
Data Scientist,ggplot2,R,30.0,30.0,5.0,5.0,0.0,30.0
Consultant,,,10.0,15.0,15.0,20.0,20.0,20.0
Student,Matplotlib,Python,10.0,15.0,15.0,20.0,20.0,20.0
Research Scientist,Seaborn,Python,25.0,25.0,10.0,10.0,10.0,10.0
Software Engineer,Matplotlib,Java,10.0,20.0,30.0,10.0,5.0,20.0
Data Scientist,,R,10.0,20.0,10.0,20.0,20.0,20.0
Student,Matplotlib,Python,5.0,5.0,30.0,60.0,0.0,0.0
Data Scientist,ggplot2,Python,0.0,100.0,0.0,0.0,0.0,0.0
Manager,,R,0.0,20.0,20.0,30.0,0.0,30.0
Not employed,,,20.0,45.0,10.0,15.0,5.0,5.0
Other,Matplotlib,Python,35.0,20.0,15.0,30.0,0.0,0.0
Statistician,ggplot2,R,15.0,30.0,10.0,15.0,15.0,15.0
Business Analyst,Matplotlib,Python,5.0,15.0,5.0,15.0,25.0,20.0
Research Assistant,D3,Python,60.0,20.0,5.0,5.0,0.0,10.0
Research Scientist,,Python,40.0,40.0,0.0,10.0,0.0,10.0
Consultant,Matplotlib,,10.0,50.0,5.0,30.0,5.0,0.0
Manager,ggplot2,SAS/STATA,40.0,15.0,10.0,10.0,10.0,15.0
Data Scientist,ggplot2,R,15.0,20.0,15.0,15.0,10.0,25.0
Business Analyst,,,15.0,30.0,15.0,5.0,10.0,20.0
Data Engineer,,Python,15.0,15.0,15.0,20.0,10.0,10.0
Data Analyst,ggplot2,SQL,10.0,30.0,30.0,15.0,0.0,15.0
Business Analyst,Matplotlib,Python,35.0,15.0,15.0,10.0,5.0,15.0
Student,,SQL,,,,,,
Software Engineer,Seaborn,Java,20.0,20.0,30.0,20.0,5.0,5.0
Other,,Python,20.0,5.0,50.0,20.0,0.0,5.0
Consultant,ggplot2,R,20.0,40.0,10.0,15.0,5.0,10.0
Research Assistant,,,40.0,10.0,10.0,20.0,10.0,10.0
Data Scientist,ggplot2,R,20.0,20.0,20.0,20.0,0.0,20.0
Software Engineer,,Java,20.0,0.0,30.0,20.0,30.0,0.0
Business Analyst,,PHP,10.0,10.0,10.0,20.0,20.0,20.0
Data Scientist,ggplot2,Python,20.0,20.0,10.0,20.0,20.0,10.0
Student,,,20.0,25.0,5.0,20.0,20.0,0.0
Other,ggplot2,SAS/STATA,20.0,35.0,10.0,20.0,0.0,10.0
Salesperson,Matplotlib,Python,10.0,5.0,5.0,25.0,25.0,30.0
Student,,Python,30.0,40.0,30.0,0.0,0.0,0.0
Research Assistant,,SAS/STATA,10.0,15.0,10.0,25.0,10.0,30.0
Statistician,ggplot2,R,30.0,30.0,5.0,15.0,10.0,10.0
Business Analyst,Bokeh,Python,5.0,40.0,10.0,18.0,2.0,20.0
Data Scientist,Matplotlib,,10.0,20.0,10.0,50.0,0.0,0.0
Principal Investigator,Matplotlib,,20.0,30.0,5.0,25.0,5.0,15.0
Not employed,Matplotlib,,10.0,20.0,20.0,40.0,0.0,0.0
